ID,Name,Exercise type,BodyPart,Equipment,Gender,Target,Synergist
1215,Dumbbell side lunge,Strength,Hips,Dumbbell,Female,Gluteus Maximus,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gastrocnemius, Quadriceps, Soleus"
1216,Lever seated one leg calf raise,Strength,Calves,Leverage machine,Male,Soleus,Gastrocnemius
1217,Body muscle. Side front view (male),,Full body,Body weight,Male,,
1218,Body muscle. Side back view (male),,Full body,Body weight,Male,,
1219,Body muscles (male) - with description,,Full body,Body weight,Male,,
1220,Lever Calf Raise (bench press machine),Strength,Calves,Leverage machine,Male,Gastrocnemius,Soleus
1221,Lever Shrug (bench press machine),Strength,Back,Leverage machine,Male,Trapezius Upper Fibers ,"Levator Scapulae, Trapezius Middle Fibers"
1222,Assisted Close-grip Underhand Chin-up,Strength,Back,Leverage machine,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers, Triceps Brachii"
1223,Underhand-Grip Inverted Back Row,Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head, Triceps Brachii"
1224,Smith Standing Shoulder Press,Strength,Shoulders,Smith machine,Male,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii"
1225,Standing Plate Presses,Strength,Shoulders,Weighted,Male,Deltoid Anterior,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Triceps Brachii"
1226,EZ-Bar Standing Overhead Press,Strength,Shoulders,EZ Barbell,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii"
1227,Cable Standing One Arm Tricep Pushdown (Overhand Grip),Strength,Upper Arms,Cable,Male,Triceps Brachii,
1228,Dumbbell Standing Inner Biceps Curl,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,Brachialis
1229,Cable Standing Lat Pushdown (rope equipment),Strength,Back,Cable,Male,Latissimus Dorsi,"Levator Scapulae, Pectoralis Major Sternal Head, Teres Major, Triceps Brachii"
1230,Dumbbell Standing Alternate Vertical Front Raises,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior"
1231,Dumbbell Seated One Arm Shoulder Press,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Biceps Brachii, Brachialis, Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii"
1232,Lever Seated Squat,Strength,Thighs,Leverage machine,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
1233,Dumbbell Incline Alternate Hammer Curl,Strength,Upper Arms,Dumbbell,Male,Brachioradialis,"Biceps Brachii, Brachialis"
1234,Plate Hyperextension,Strength,Hips,Weighted,Male,Erector Spinae,"Gluteus Maximus, Hamstrings"
1235,Lever One Arm Seated Row (Seated row machine),Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1236,Dumbbell One Arm Row (rack support),Strength,Back,Dumbbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1237,Lever Row (plate loaded),Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1238,Cable Seated Row (Bent bar),Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1239,By BODY PARTS Muscle body male (slightly rotate),,Full body,Body weight,Male,,
1240,By BODY PARTS Muscle body female (slightly rotate),,Full body,Body weight,Female,,
1241,Bird Dog (male),Strength,Back,Body weight,Male,"Erector Spinae, Gluteus Maximus","Deltoid Anterior, Hamstrings"
1242,Crunch (on bosu ball),Strength,Waist,Bosu ball,Male,Rectus Abdominis,Obliques
1243,Dead Bug (version 2),Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis","Gluteus Maximus, Quadriceps"
1244,Flutter Kicks (version 3),Strength,Hips,Body weight,Male,Iliopsoas,"Adductor Brevis, Adductor Longus, Pectineous, Quadriceps, Sartorius, Tensor Fasciae Latae"
1245,Lying Leg Raise and Hold,Strength,Hips,Body weight,Male,Iliopsoas,"Quadriceps, Rectus Abdominis"
1246,Hollow Hold,Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis","Obliques, Quadriceps, Sartorius"
1247,Russian Twist (with medicine ball),Strength,Waist,Medicine Ball,Male,Obliques,Rectus Abdominis
1248,Half Wipers (bent leg),Strength,Waist,Body weight,Male,Obliques,
1249,Wipers (straight leg),Strength,Waist,Body weight,Male,Obliques,
1251,By MAJOR MUSCLE GROUPS Muscle body male (slightly rotate),,Full body,Body weight,Male,,
1252,By MAJOR MUSCLE GROUPS Muscle body female (slightly rotate),,Full body,Body weight,Female,,
1253,Lever Donkey Calf Raise,Strength,Calves,Leverage machine,Male,Gastrocnemius,Soleus
1254,Band Bench Press,Strength,Chest,Band,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii"
1255,Barbell Decline Pullover,Strength,Chest,Barbell,Male,Pectoralis Major Sternal Head,"Deltoid Posterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head, Teres Major"
1256,Barbell Reverse Grip Decline Bench Press,Strength,Chest,Barbell,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
1257,Barbell Reverse Grip Incline Bench Press,Strength,Chest,Barbell,Male,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii"
1258,Barbell Wide Reverse Grip Bench Press,Strength,Chest,Barbell,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
1259,Behind Head Chest Stretch,Stretching,Chest,Assisted,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",
1260,Cable Decline One Arm Press,Strength,Chest,Cable,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
1261,Cable Decline Press,Strength,Chest,Cable,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
1262,Cable One Arm Decline Chest Fly,Strength,Chest,Cable,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head"
1263,Cable One Arm Fly on Exercise Ball,Strength,Chest,Cable,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head"
1264,Cable One Arm Incline Fly on Exercise Ball,Strength,Chest,Cable,Male,Pectoralis Major Clavicular Head,"Biceps Brachii, Deltoid Anterior"
1265,Cable One Arm Incline Press,Strength,Chest,Cable,Male,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii"
1266,Cable One Arm Incline Press on Exercise Ball,Strength,Chest,Cable,Male,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii"
1267,Cable One Arm Press on Exercise Ball,Strength,Chest,Cable,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
1268,Cable Press on Exercise Ball,Strength,Chest,Cable,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
1269,Cable Standing Up Straight Crossovers,Strength,Chest,Cable,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head"
1270,Cable Upper Chest Crossovers,Strength,Chest,Cable,Male,Pectoralis Major Clavicular Head,"Biceps Brachii, Deltoid Anterior"
1271,Chest and Front of Shoulder Stretch,Stretching,Chest,Body weight,Male,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",
1272,Chest Stretch with Exercise Ball,Stretching,Chest,Stability ball,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
1273,Clap Push Up,Aerobic,Plyometrics,Body weight,Male,,
1274,Deep Push Up,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
1275,Drop Push Up,Strength,Chest,Body weight,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Brachialis, Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
1276,Dumbbell Decline One Arm Fly,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head"
1277,Dumbbell Fly on Exercise Ball,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head"
1278,Dumbbell Incline Fly on Exercise Ball,Strength,Chest,Dumbbell,Male,Pectoralis Major Clavicular Head,"Biceps Brachii, Deltoid Anterior"
1279,Dumbbell Incline One Arm Fly,Strength,Chest,Dumbbell,Male,Pectoralis Major Clavicular Head,"Biceps Brachii, Deltoid Anterior"
1280,Dumbbell Incline One Arm Fly on Exercise Ball,Strength,Chest,Dumbbell,Male,Pectoralis Major Clavicular Head,"Biceps Brachii, Deltoid Anterior"
1281,Dumbbell Incline One Arm Press,Strength,Chest,Dumbbell,Male,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii"
1282,Dumbbell Incline One Arm Press on Exercise Ball,Strength,Chest,Dumbbell,Male,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii"
1283,Dumbbell Incline Press on Exercise Ball,Strength,Chest,Dumbbell,Male,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii"
1284,Dumbbell Lying Pullover on Exercise Ball,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Deltoid Posterior, Latissimus Dorsi, Levator Scapulae, Teres Major, Triceps Brachii"
1285,Dumbbell One Arm Bench Fly,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head"
1286,Dumbbell One Arm Chest Fly on Exercise Ball,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head"
1287,Dumbbell One Arm Decline Chest Press,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
1288,Dumbbell One Arm Fly on Exercise Ball,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head"
1289,Dumbbell One Arm Incline Chest Press,Strength,Chest,Dumbbell,Male,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii"
1290,Dumbbell One Arm Press on Exercise Ball,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
1291,Dumbbell One Arm Pullover on Exercise Ball,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Deltoid Posterior, Latissimus Dorsi, Levator Scapulae, Teres Major, Triceps Brachii"
1292,Dumbbell One Leg Fly on Exercise Ball,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head"
1293,Dumbbell Press on Exercise Ball,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
1294,Dumbbell Pullover Hip Extension on Exercise Ball,Strength,Chest,Dumbbell,Male,"Gluteus Maximus, Pectoralis Major Sternal Head","Deltoid Posterior, Hamstrings, Latissimus Dorsi, Levator Scapulae, Teres Major, Triceps Brachii"
1295,Dumbbell Pullover on Exercise Ball,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Deltoid Posterior, Latissimus Dorsi, Levator Scapulae, Teres Major, Triceps Brachii"
1296,Exercise Ball Pike Push up,Strength,Chest,Stability ball,Male,"Iliopsoas, Pectoralis Major Sternal Head, Rectus Abdominis","Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
1297,Isometric Chest Squeeze,Strength,Chest,Body weight,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
1298,Kettlebell One Arm Floor Press,Strength,Chest,Kettlebell,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
1299,Lever Incline Chest Press,Strength,Chest,Leverage machine,Male,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii"
1300,Lever Decline Chest Press,Strength,Chest,Leverage machine,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
1301,Machine Inner Chest Press,Strength,Chest,Leverage machine,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
1302,Medicine Ball Chest Pass,Strength,Chest,Medicine Ball,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
1303,Medicine Ball Chest Push from 3 Point Stance,Strength,Chest,Medicine Ball,Male,Pectoralis Major Sternal Head,"Adductor Magnus, Deltoid Anterior, Gluteus Maximus, Pectoralis Major Clavicular Head, Quadriceps, Rectus Abdominis, Triceps Brachii"
1304,Medicine Ball Chest Push Multiple Response,Strength,Chest,Medicine Ball,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Iliopsoas, Pectoralis Major Clavicular Head, Sartorius, Triceps Brachii"
1305,Medicine Ball Chest Push Single Response,Strength,Chest,Medicine Ball,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Brachialis, Deltoid Anterior, Hamstrings, Iliopsoas, Pectoralis Major Clavicular Head, Sartorius, Triceps Brachii"
1306,Plyo Push Up,Strength,Chest,Body weight,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Brachialis, Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii, Wrist Flexors"
1307,Push Up on Bosu Ball,Strength,Chest,Bosu ball,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
1308,Smith Wide Grip Bench Press,Strength,Chest,Smith machine,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
1309,Smith Wide Grip Decline Bench Press,Strength,Chest,Smith machine,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
1310,Weighted Drop Push Up,Strength,Chest,Weighted,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
1311,Wide Hand Push up,Strength,Chest,Body weight,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
1312,Medicine Ball Chest Push with Run Release,Strength,Chest,Medicine Ball,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Rectus Abdominis, Triceps Brachii"
1313,Lever Unilateral Row,Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1314,Back Extension on Exercise Ball,Strength,Back,Stability ball,Male,Erector Spinae,
1315,Back Relaxation,Stretching,Back,Stability ball,Male,Erector Spinae,
1316,Barbell Bent Arm Pullover,Strength,Back,Barbell,Male,Latissimus Dorsi,"Levator Scapulae, Pectoralis Major Sternal Head, Teres Major, Triceps Brachii"
1317,Barbell Reverse Grip Incline Bench Row,Strength,Back,Barbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
1318,Cable Incline Bench Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1319,Cable Palm Rotational Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1320,Cable Rope Crossover Seated Row,Strength,Back,Cable,Male,"Erector Spinae, Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1321,Cable Rope Elevated Seated Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1322,Cable Rope Extension Incline Bench Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Middle Fibers, Trapezius Upper Fibers ","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1323,Cable Rope Seated Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1324,Cable Upper Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1325,Cable Wide Grip Behind Neck Pulldown,Strength,Back,Cable,Male,Latissimus Dorsi,"Teres Major, Trapezius Lower Fibers"
1326,Chin-Up,Strength,Back,Body weight,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers"
1327,Close Grip Chin-Up,Strength,Back,Body weight,Male,Latissimus Dorsi,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Levator Scapulae, Pectoralis Major Sternal Head, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers"
1328,Dumbbell Lying Rear Delt Row,Strength,Back,Dumbbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1329,Dumbbell Palm Rotational Bent Over Row,Strength,Back,Dumbbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1330,Dumbbell Reverse Grip Incline Bench One Arm Row,Strength,Back,Dumbbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1331,Dumbbell Reverse Grip Incline Bench Two Arm Row,Strength,Back,Dumbbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1332,Exercise Ball Alternating Arm Ups,Strength,Back,Stability ball,Male,Latissimus Dorsi,"Deltoid Posterior, Obliques"
1333,Exercise Ball Back Extension With Arms Extended,Strength,Back,Stability ball,Male,Erector Spinae,Gluteus Maximus
1334,Exercise Ball Back Extension With Hands Behind Head,Strength,Back,Stability ball,Male,Erector Spinae,Gluteus Maximus
1335,Exercise Ball Back Extension With Knees Off Ground,Strength,Back,Stability ball,Male,Erector Spinae,Gluteus Maximus
1336,Exercise Ball Back Extension With Rotation,Strength,Back,Stability ball,Male,Erector Spinae,"Gluteus Maximus, Obliques, Rectus Abdominis"
1337,Exercise Ball Back Stretch,Stretching,Back,Stability ball,Male,Erector Spinae,Gluteus Maximus
1338,Exercise Ball Hug,Stretching,Back,Stability ball,Male,Erector Spinae,
1339,Exercise Ball Lat Stretch,Stretching,Back,Stability ball,Male,Latissimus Dorsi,
1340,Exercise Ball Lower Back Prone Stretch,Stretching,Back,Stability ball,Male,Latissimus Dorsi,Gluteus Maximus
1341,Exercise Ball Lower Back Stretch (Pyramid),Stretching,Back,Stability ball,Male,Latissimus Dorsi,"Deltoid Anterior, Pectoralis Major Clavicular Head"
1342,Exercise Ball Lying Side Lat Stretch,Stretching,Back,Stability ball,Male,Latissimus Dorsi,"Deltoid Posterior, Obliques"
1343,Exercise Ball Prone Leg Raise,Strength,Back,Stability ball,Male,"Erector Spinae, Pectoralis Major Sternal Head","Deltoid Anterior, Gluteus Maximus, Pectoralis Major Clavicular Head"
1344,EZ Bar Reverse Grip Bent Over Row,Strength,Back,EZ Barbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1345,Kettlebell Two Arm Row,Strength,Back,Kettlebell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1346,Kneeling Lat Stretch,Stretching,Back,Body weight,Male,"Latissimus Dorsi, Teres Major, Teres Minor ",
1347,Lever One Arm Lateral Wide Pulldown (plate loaded),Strength,Back,Leverage machine,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Infraspinatus, Levator Scapulae, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
1348,Lever Reverse Grip Vertical Row,Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1349,Lever Reverse T-Bar Row,Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1350,Lever Seated Row,Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
1351,Lever T-Bar Reverse Grip Row,Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
